rank,txn_id,risk_score,primary_driver,driver_contribution,amount,outcome,actual_typology
7586,9129695,0.9272,beneficiary payment count (7d),1.306,26181.22,False positive,Normal_Small_Fan_Out
7587,8423560,0.9272,sender velocity (30d),1.789,11870.42,False positive,Normal_Mutual
7588,9216438,0.9272,sender velocity (30d),1.594,3491.43,False positive,Normal_Plus_Mutual
7589,7353473,0.9272,sender velocity (30d),1.683,60862.21,False positive,Normal_Mutual
7590,9221456,0.9272,sender fan-out (30d),2.511,14962.71,False positive,Normal_Mutual
7591,7296522,0.9272,sender velocity (30d),1.468,17261.05,False positive,Normal_Plus_Mutual
7592,7425065,0.9272,sender fan-out (30d),2.52,16733.06,False positive,Normal_Mutual
7593,9127047,0.9272,"sub-7,000 density (30d)",1.443,8565.91,False positive,Normal_Small_Fan_Out
7594,9095362,0.9272,beneficiary payment count (7d),1.776,9346.55,False positive,Normal_Plus_Mutual
7595,7204916,0.9272,beneficiary payment count (7d),1.771,8227.98,False positive,Normal_Plus_Mutual
7596,7086395,0.9272,beneficiary payment count (7d),1.648,9908.69,False positive,Normal_Plus_Mutual
7597,8175738,0.9272,sender fan-out (30d),2.47,178725.94,False positive,Normal_single_large
7598,7395702,0.9272,"sub-7,000 density (30d)",1.031,3124.7,False positive,Normal_Plus_Mutual
7599,8212130,0.9272,beneficiary payment count (7d),1.873,4796.53,False positive,Normal_Fan_In
7600,7610999,0.9272,sender velocity (30d),1.564,4694.67,False positive,Normal_Fan_In
7601,7163195,0.9272,beneficiary payment count (7d),1.864,4610.53,False positive,Normal_Fan_In
7602,8302025,0.9272,sender velocity (30d),1.566,4716.41,False positive,Normal_Fan_In
7603,7705969,0.9272,pass-through ratio (7d),1.167,11902.29,False positive,Normal_Foward
7604,9188913,0.9271,sender velocity (30d),1.727,5641.11,False positive,Normal_Plus_Mutual
7605,8562583,0.9271,beneficiary payment count (7d),1.585,2696.91,False positive,Normal_Plus_Mutual
7606,7893804,0.9271,beneficiary payment count (7d),1.322,4900.07,False positive,Normal_Small_Fan_Out
7607,7091712,0.9271,sender fan-out (30d),0.955,1740.51,False positive,Normal_Cash_Deposits
7608,9085683,0.9271,sender velocity (30d),1.478,8298.51,False positive,Normal_Plus_Mutual
7609,8636164,0.9271,sender velocity (30d),1.623,47705.75,False positive,Normal_Mutual
7610,8969432,0.927,sender velocity (30d),1.434,22621.16,False positive,Normal_Mutual
7611,7798567,0.927,beneficiary payment count (7d),1.807,5606.05,False positive,Normal_Plus_Mutual
7612,7699264,0.927,sender velocity (30d),1.723,4190.04,False positive,Normal_Plus_Mutual
7613,7062266,0.927,sender velocity (30d),1.647,9092.64,False positive,Normal_Plus_Mutual
7614,7594811,0.927,beneficiary payment count (7d),1.777,7952.04,False positive,Normal_Group
7615,7574208,0.927,beneficiary payment count (7d),1.791,11844.86,False positive,Normal_Plus_Mutual
7616,9285037,0.927,beneficiary payment count (7d),1.624,3958.12,False positive,Normal_Plus_Mutual
7617,9201789,0.927,sender velocity (30d),1.647,39949.88,False positive,Normal_Mutual
7618,7219236,0.9269,sender fan-out (30d),1.815,9122.27,False positive,Normal_Small_Fan_Out
7619,8227443,0.9269,beneficiary payment count (7d),1.635,2662.54,False positive,Normal_Plus_Mutual
7620,9442409,0.9269,sender fan-out (30d),1.842,481671.72,False positive,Normal_single_large
7621,8459983,0.9269,sender velocity (30d),1.124,19356.57,False positive,Normal_Mutual
7622,7547321,0.9269,sender velocity (30d),1.674,79939.76,False positive,Normal_Mutual
7623,8872214,0.9269,sender velocity (30d),1.728,3604.69,False positive,Normal_Plus_Mutual
7624,8777405,0.9269,beneficiary payment count (7d),1.271,7588.48,False positive,Normal_Foward
7625,9498423,0.9269,sender velocity (30d),1.479,13307.43,False positive,Normal_Plus_Mutual
7626,8899283,0.9269,sender velocity (30d),1.8,12037.11,False positive,Normal_Plus_Mutual
7627,7376535,0.9269,beneficiary payment count (7d),1.628,3103.4,False positive,Normal_Plus_Mutual
7628,8998085,0.9269,sender velocity (30d),1.435,38863.78,False positive,Normal_Mutual
7629,7634933,0.9269,sender velocity (30d),1.057,5320.64,False positive,Normal_Plus_Mutual
7630,7829180,0.9269,beneficiary payment count (7d),1.689,3729.55,False positive,Normal_Plus_Mutual
7631,8310644,0.9268,sender velocity (30d),1.209,5439.18,False positive,Normal_Plus_Mutual
7632,9204540,0.9268,sender velocity (30d),1.64,4376.35,False positive,Normal_Plus_Mutual
7633,9083412,0.9268,beneficiary payment count (7d),1.688,11348.97,False positive,Normal_Plus_Mutual
7634,8496803,0.9268,sender velocity (30d),1.526,37178.55,False positive,Normal_Mutual
7635,7139047,0.9268,sender velocity (30d),1.225,101382.79,False positive,Normal_single_large
7636,8763950,0.9268,sender velocity (30d),1.425,9478.13,False positive,Normal_Periodical
7637,8870856,0.9268,sender velocity (30d),1.609,5561.49,False positive,Normal_Mutual
7638,8620288,0.9268,sender fan-out (30d),2.523,3701.6,False positive,Normal_Periodical
7639,7940254,0.9267,beneficiary payment count (7d),2.366,2414.48,False positive,Normal_Group
7640,8291942,0.9267,sender fan-out (30d),2.11,160606.39,False positive,Normal_Plus_Mutual
7641,7561719,0.9267,sender velocity (30d),1.722,9245.53,False positive,Normal_Plus_Mutual
7642,7703632,0.9267,sender velocity (30d),1.597,4352.53,False positive,Normal_Plus_Mutual
7643,9409015,0.9267,beneficiary payment count (7d),1.553,8769.45,False positive,Normal_Plus_Mutual
7644,9115656,0.9266,sender fan-out (30d),2.582,4584.92,False positive,Normal_Fan_Out
7645,8233950,0.9266,sender velocity (30d),1.239,9075.59,False positive,Normal_Plus_Mutual
7646,8478504,0.9266,beneficiary payment count (7d),1.795,16712.74,True positive,Layered_Fan_In
7647,7733100,0.9266,sender velocity (30d),1.093,8496.01,False positive,Normal_Plus_Mutual
7648,7823832,0.9266,sender velocity (30d),1.285,6251.71,False positive,Normal_Fan_Out
7649,8120486,0.9266,sender fan-out (30d),2.504,12317.1,False positive,Normal_Fan_Out
7650,7499632,0.9266,"sub-7,000 density (30d)",0.918,4456.12,False positive,Normal_Cash_Deposits
7651,7356767,0.9266,sender velocity (30d),1.706,5452.64,False positive,Normal_Plus_Mutual
7652,7946442,0.9266,sender velocity (30d),1.442,4823.37,False positive,Normal_Periodical
7653,9267231,0.9266,sender velocity (30d),1.817,7804.06,False positive,Normal_Plus_Mutual
7654,9283861,0.9266,beneficiary payment count (7d),1.599,12571.82,False positive,Normal_Mutual
7655,7350275,0.9265,sender fan-out (30d),2.699,6123.92,False positive,Normal_Mutual
7656,7804653,0.9265,sender velocity (30d),1.238,65471.75,False positive,Normal_Mutual
7657,8914371,0.9265,sender velocity (30d),1.138,39027.28,False positive,Normal_Mutual
7658,8867214,0.9265,beneficiary payment count (7d),1.806,5895.88,False positive,Normal_Plus_Mutual
7659,8402913,0.9265,beneficiary payment count (7d),1.728,10050.3,False positive,Normal_Mutual
7660,8915325,0.9265,beneficiary payment count (7d),1.463,6735.48,False positive,Normal_Plus_Mutual
7661,7232305,0.9265,sender velocity (30d),1.338,39703.05,False positive,Normal_Mutual
7662,9434745,0.9265,beneficiary payment count (7d),1.779,8564.79,False positive,Normal_Plus_Mutual
7663,9278375,0.9265,sender velocity (30d),1.559,9794.4,False positive,Normal_Mutual
7664,7559286,0.9265,beneficiary payment count (7d),1.67,2179.39,False positive,Normal_Plus_Mutual
7665,8460492,0.9265,beneficiary payment count (7d),1.847,12223.34,False positive,Normal_Plus_Mutual
7666,7955665,0.9265,beneficiary payment count (7d),1.618,16056.84,False positive,Normal_Mutual
7667,9449571,0.9265,sender velocity (30d),1.732,8370.0,False positive,Normal_Plus_Mutual
7668,8312810,0.9265,sender velocity (30d),1.736,8122.19,False positive,Normal_Plus_Mutual
7669,7987723,0.9265,sender velocity (30d),1.746,2730.03,False positive,Normal_Mutual
7670,7590636,0.9265,beneficiary payment count (7d),1.468,6232.67,False positive,Normal_Plus_Mutual
7671,9066038,0.9265,sender velocity (30d),1.311,4816.98,False positive,Normal_Plus_Mutual
7672,8057331,0.9264,sender velocity (30d),1.187,4694.81,False positive,Normal_Plus_Mutual
7673,7720314,0.9264,sender velocity (30d),1.495,41995.03,False positive,Normal_Plus_Mutual
7674,7770528,0.9264,sender velocity (30d),1.649,38261.2,False positive,Normal_Mutual
7675,7907766,0.9264,beneficiary payment count (7d),1.613,14990.44,False positive,Normal_Plus_Mutual
7676,7400425,0.9264,beneficiary payment count (7d),2.357,60700.04,False positive,Normal_Mutual
7677,7880368,0.9264,sender velocity (30d),1.656,23216.93,False positive,Normal_Mutual
7678,9314314,0.9264,sender velocity (30d),1.827,79353.1,False positive,Normal_Plus_Mutual
7679,7484351,0.9264,sender velocity (30d),1.32,109049.73,False positive,Normal_single_large
7680,7246391,0.9263,sender velocity (30d),1.71,5418.98,False positive,Normal_Plus_Mutual
7681,8790403,0.9263,sender velocity (30d),1.737,4814.08,False positive,Normal_Plus_Mutual
7682,9504255,0.9263,sender velocity (30d),1.819,55948.24,False positive,Normal_Plus_Mutual
7683,7260026,0.9263,sender velocity (30d),1.755,4036.24,False positive,Normal_Plus_Mutual
7684,9021931,0.9263,sender velocity (30d),1.726,9872.54,False positive,Normal_Plus_Mutual
7685,9437489,0.9263,sender velocity (30d),1.714,8607.47,False positive,Normal_Plus_Mutual
7686,9214357,0.9263,sender velocity (30d),1.517,6612.82,False positive,Normal_Plus_Mutual
7687,8560150,0.9262,beneficiary payment count (7d),1.67,5711.02,False positive,Normal_Plus_Mutual
7688,8912288,0.9262,beneficiary payment count (7d),1.725,8808.51,False positive,Normal_Plus_Mutual
7689,9071170,0.9262,sender velocity (30d),1.754,5272.01,False positive,Normal_Plus_Mutual
7690,8765004,0.9262,sender velocity (30d),1.233,5533.74,False positive,Normal_Foward
7691,8443854,0.9262,sender velocity (30d),1.75,4942.99,False positive,Normal_Group
7692,8861010,0.9262,sender velocity (30d),1.64,31510.28,False positive,Normal_Plus_Mutual
7693,7571052,0.9262,sender velocity (30d),1.724,6548.92,False positive,Normal_Group
7694,9323373,0.9262,sender fan-out (30d),2.66,4361.48,False positive,Normal_Fan_Out
7695,7243605,0.9262,sender velocity (30d),1.719,10127.31,False positive,Normal_Plus_Mutual
7696,8692050,0.9261,beneficiary payment count (7d),1.69,17604.35,False positive,Normal_Mutual
7697,9457817,0.9261,beneficiary payment count (7d),1.692,16288.2,False positive,Normal_Plus_Mutual
7698,9419133,0.9261,beneficiary payment count (7d),1.694,6198.43,False positive,Normal_Plus_Mutual
7699,9432213,0.9261,sender velocity (30d),1.652,44143.38,False positive,Normal_Plus_Mutual
7700,9293619,0.9261,sender velocity (30d),1.7,4453.31,False positive,Normal_Plus_Mutual
7701,7680424,0.9261,beneficiary payment count (7d),1.698,18920.85,False positive,Normal_Plus_Mutual
7702,9046909,0.926,beneficiary payment count (7d),2.14,2835.56,False positive,Normal_Group
7703,7861594,0.926,sender velocity (30d),1.235,5196.26,False positive,Normal_Foward
7704,8369008,0.926,sender velocity (30d),1.537,11641.29,False positive,Normal_Plus_Mutual
7705,9179517,0.926,sender velocity (30d),1.775,6941.29,False positive,Normal_Plus_Mutual
7706,7516375,0.926,sender velocity (30d),1.726,4618.53,False positive,Normal_Plus_Mutual
7707,8472405,0.926,sender velocity (30d),1.171,42319.46,False positive,Normal_Mutual
7708,8946714,0.926,sender velocity (30d),1.104,16200.55,False positive,Normal_Plus_Mutual
7709,9170908,0.9259,beneficiary payment count (7d),1.558,639.86,False positive,Normal_Group
7710,9066692,0.9259,beneficiary payment count (7d),1.672,3522.75,False positive,Normal_Plus_Mutual
7711,7355684,0.9259,beneficiary payment count (7d),1.776,53629.12,False positive,Normal_Plus_Mutual
7712,9489753,0.9259,sender fan-out (30d),1.369,13899.86,True positive,Gather-Scatter
7713,7379633,0.9259,beneficiary payment count (7d),1.715,6039.32,False positive,Normal_Plus_Mutual
7714,9154153,0.9258,sender velocity (30d),1.221,4219.99,False positive,Normal_Foward
7715,8928268,0.9258,sender velocity (30d),1.727,7149.13,False positive,Normal_Plus_Mutual
7716,7524530,0.9258,sender velocity (30d),1.486,5625.93,False positive,Normal_Plus_Mutual
7717,7655102,0.9258,beneficiary payment count (7d),1.77,12700.29,False positive,Normal_Plus_Mutual
7718,7896489,0.9258,sender velocity (30d),1.526,14092.16,True positive,Layered_Fan_In
7719,7160959,0.9258,sender fan-out (30d),1.744,6563.02,False positive,Normal_Fan_Out
7720,8960425,0.9258,beneficiary payment count (7d),1.748,7210.79,False positive,Normal_Plus_Mutual
7721,8668083,0.9258,beneficiary payment count (7d),1.267,5928.63,False positive,Normal_Foward
7722,8411004,0.9258,sender velocity (30d),1.711,6642.93,False positive,Normal_Plus_Mutual
7723,9006645,0.9258,sender velocity (30d),1.637,12945.6,False positive,Normal_Plus_Mutual
7724,9316735,0.9258,sender velocity (30d),1.319,6372.83,False positive,Normal_Mutual
7725,8320677,0.9258,sender velocity (30d),1.32,6180.38,False positive,Normal_Plus_Mutual
7726,9374111,0.9258,sender velocity (30d),1.319,6258.3,False positive,Normal_Plus_Mutual
7727,7682437,0.9258,sender velocity (30d),1.239,4843.73,False positive,Normal_Foward
7728,8194963,0.9258,beneficiary payment count (7d),1.589,11326.97,False positive,Normal_Plus_Mutual
7729,9261542,0.9258,sender velocity (30d),1.128,42121.01,False positive,Normal_Mutual
7730,7321947,0.9258,sender velocity (30d),1.489,18916.09,False positive,Normal_Plus_Mutual
7731,7459942,0.9257,beneficiary payment count (7d),1.784,11518.61,False positive,Normal_Plus_Mutual
7732,8405373,0.9257,beneficiary payment count (7d),1.633,9441.91,False positive,Normal_Mutual
7733,9241543,0.9257,sender fan-out (30d),1.245,22420.73,False positive,Normal_Small_Fan_Out
7734,8911161,0.9257,beneficiary payment count (7d),1.639,8536.38,False positive,Normal_Plus_Mutual
7735,8133749,0.9256,sender velocity (30d),1.464,5479.07,False positive,Normal_Plus_Mutual
7736,7548926,0.9256,sender fan-out (30d),2.021,733500.99,False positive,Normal_single_large
7737,7966431,0.9256,sender velocity (30d),1.322,6098.83,False positive,Normal_Plus_Mutual
7738,8068333,0.9256,sender velocity (30d),1.596,21889.26,False positive,Normal_Mutual
7739,9105731,0.9256,sender fan-out (30d),2.653,69030.43,False positive,Normal_Mutual
7740,9032893,0.9256,sender fan-out (30d),1.749,4563.88,True positive,Layered_Fan_Out
7741,8421295,0.9256,sender fan-out (7d),1.941,322.77,False positive,Normal_Group
7742,9117882,0.9256,beneficiary payment count (7d),1.652,37395.74,False positive,Normal_Plus_Mutual
7743,7844107,0.9256,sender velocity (30d),1.232,9595.0,False positive,Normal_Plus_Mutual
7744,9208943,0.9256,sender velocity (30d),1.243,163255.9,False positive,Normal_single_large
7745,7828382,0.9256,sender velocity (30d),1.832,4594.84,False positive,Normal_Mutual
7746,9435257,0.9256,beneficiary payment count (7d),1.759,16065.53,False positive,Normal_Mutual
7747,9441094,0.9255,sender velocity (30d),1.551,6117.37,False positive,Normal_Plus_Mutual
7748,7335891,0.9255,sender velocity (30d),1.576,9234.95,False positive,Normal_Mutual
7749,8331773,0.9255,sender fan-out (30d),2.325,92572.31,False positive,Normal_Plus_Mutual
7750,7710606,0.9255,beneficiary distinct senders (30d),1.312,3645.78,False positive,Normal_Cash_Deposits
7751,7187704,0.9255,sender velocity (30d),1.576,4523.77,False positive,Normal_Plus_Mutual
7752,7497921,0.9255,beneficiary payment count (7d),1.964,5648.79,False positive,Normal_Group
7753,8930734,0.9255,beneficiary payment count (7d),1.597,3678.06,False positive,Normal_Plus_Mutual
7754,9013997,0.9255,sender velocity (30d),1.479,8142.73,False positive,Normal_Plus_Mutual
7755,7591152,0.9255,sender velocity (30d),1.733,3867.4,False positive,Normal_Plus_Mutual
7756,9482690,0.9255,sender velocity (30d),1.717,6397.7,False positive,Normal_Plus_Mutual
7757,8855921,0.9255,sender velocity (30d),1.762,9043.13,False positive,Normal_Plus_Mutual
7758,8529000,0.9255,sender velocity (30d),1.32,9496.22,False positive,Normal_Plus_Mutual
7759,7516943,0.9255,sender velocity (30d),1.32,8464.68,False positive,Normal_Plus_Mutual
7760,8511537,0.9255,sender velocity (30d),1.679,4701.06,False positive,Normal_Plus_Mutual
7761,7065916,0.9254,sender velocity (30d),1.448,176064.4,False positive,Normal_single_large
7762,7186723,0.9254,beneficiary payment count (7d),1.848,714494.0,True positive,Single_large
7763,8999060,0.9254,beneficiary payment count (7d),1.998,8501.85,False positive,Normal_Group
7764,8902964,0.9254,beneficiary payment count (7d),1.606,3785.55,False positive,Normal_Plus_Mutual
7765,8410317,0.9254,sender velocity (30d),1.648,7108.91,False positive,Normal_Plus_Mutual
7766,7418419,0.9254,sender fan-out (30d),1.41,488544.74,False positive,Normal_single_large
7767,7899095,0.9254,beneficiary payment count (7d),1.81,6042.75,False positive,Normal_Plus_Mutual
7768,8871311,0.9254,sender velocity (30d),1.344,10331.36,False positive,Normal_Plus_Mutual
7769,9144947,0.9254,sender fan-out (30d),2.025,124798.69,False positive,Normal_single_large
7770,7923467,0.9254,sender velocity (30d),1.327,4488.99,False positive,Normal_Plus_Mutual
7771,8855192,0.9254,sender velocity (30d),1.327,4492.12,False positive,Normal_Plus_Mutual
7772,7863393,0.9254,beneficiary payment count (7d),1.46,9987.3,False positive,Normal_Plus_Mutual
7773,8850804,0.9254,sender velocity (30d),1.5,5273.48,False positive,Normal_Plus_Mutual
7774,7224883,0.9254,beneficiary payment count (7d),1.727,6994.47,False positive,Normal_Plus_Mutual
7775,8287055,0.9254,beneficiary payment count (7d),1.773,7573.37,False positive,Normal_Plus_Mutual
7776,8737054,0.9254,beneficiary payment count (7d),1.732,3244.27,False positive,Normal_Group
7777,8731361,0.9254,beneficiary payment count (7d),1.825,8619.15,False positive,Normal_Plus_Mutual
7778,7399064,0.9253,beneficiary payment count (7d),1.806,1177.13,False positive,Normal_Group
